Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
123.000000,38.487827,-13.445574,325.182556,-3.005207,13.717874,-1.576720,-0.042185,-0.009242,-35.015995,10.590103,314.374695,46.252754,-38.732491,3.362489,0.123205,0.147126
124.000000,38.264072,-13.228754,325.156189,-3.012329,13.710118,-1.563272,-0.042165,-0.009264,-35.015995,10.590103,314.374695,46.252754,-38.732491,3.362489,0.123205,0.147126
125.000000,38.045208,-13.442087,325.183472,-3.005230,13.696290,-1.576597,-0.042119,-0.009242,-34.793728,10.589636,314.373901,46.253204,-38.723244,3.320988,0.123176,0.147128
126.000000,38.264900,-13.445814,325.542419,-3.074016,13.756748,-1.534311,-0.042258,-0.009443,-35.010891,10.813493,314.744629,46.312752,-38.782959,3.392763,0.123220,0.147144
127.000000,38.045208,-13.442087,325.183472,-3.005230,13.696290,-1.576597,-0.042119,-0.009242,-35.233952,10.595920,314.748840,46.322159,-38.793457,3.320889,0.123252,0.147172
128.000000,38.046173,-13.441732,325.552917,-3.075465,13.744690,-1.576628,-0.042220,-0.009447,-34.792545,10.590552,314.741699,46.323364,-38.772255,3.320979,0.123188,0.147179
129.000000,38.045208,-13.442087,325.183472,-3.005230,13.696290,-1.576597,-0.042119,-0.009242,-34.792110,10.592080,314.378174,46.254108,-38.821396,3.321134,0.123486,0.147129
130.000000,38.045071,-13.659502,325.200287,-2.996681,13.694520,-1.547605,-0.042111,-0.009215,-35.014812,10.591020,314.742493,46.322906,-38.781509,3.362480,0.123217,0.147177
131.000000,38.044411,-13.441662,324.807800,-3.075626,13.746087,-1.576299,-0.042321,-0.009469,-35.011959,10.807719,315.473328,46.312916,-38.876854,3.332527,0.123233,0.146805
132.000000,37.823029,-13.440037,325.184662,-3.005409,13.783264,-1.534251,-0.042386,-0.009242,-35.013374,10.809226,315.110596,46.382088,-38.828903,3.332389,0.123223,0.147193
133.000000,38.045956,-13.439796,324.824829,-2.936604,13.744386,-1.576660,-0.042313,-0.009041,-35.011959,10.807719,315.473328,46.312916,-38.876854,3.332527,0.123233,0.146805
134.000000,38.049515,-13.216946,324.824646,-3.088631,13.744313,-1.546623,-0.042313,-0.009509,-34.788765,10.590879,315.839844,46.394505,-38.918236,3.321100,0.123221,0.146893
135.000000,37.826370,-13.215250,324.456360,-3.018578,13.782884,-1.504247,-0.042480,-0.009303,-34.788330,10.592407,315.476318,46.325249,-38.967377,3.321255,0.123519,0.146842
136.000000,37.827198,-13.432310,324.842651,-3.080264,13.829514,-1.475286,-0.042573,-0.009482,-34.788074,10.809696,315.476746,46.314270,-38.965759,3.291173,0.123514,0.146807
137.000000,37.826233,-13.432665,324.473206,-3.010029,13.781114,-1.475255,-0.042472,-0.009277,-34.789490,10.811203,315.114014,46.383442,-38.917809,3.291034,0.123504,0.147196
138.000000,37.826233,-13.432665,324.473206,-3.010029,13.781114,-1.475255,-0.042472,-0.009277,-34.789490,10.811203,315.114014,46.383442,-38.917809,3.291034,0.123504,0.147196
139.000000,37.826233,-13.432665,324.473206,-3.010029,13.781114,-1.475255,-0.042472,-0.009277,-34.787148,10.593325,315.844116,46.395405,-39.016396,3.321246,0.123531,0.146893
140.000000,37.826233,-13.432665,324.473206,-3.010029,13.781114,-1.475255,-0.042472,-0.009277,-34.788563,10.594831,315.481384,46.464577,-38.968445,3.321107,0.123521,0.147282
141.000000,37.603306,-13.432913,324.833008,-3.078834,13.819988,-1.432847,-0.042545,-0.009478,-34.567123,10.811867,315.109619,46.525234,-39.006813,3.392754,0.123788,0.147648
142.000000,37.827198,-13.432310,324.842651,-3.080264,13.829514,-1.475286,-0.042573,-0.009482,-34.567753,10.805716,315.838135,46.385178,-39.002823,3.332755,0.123490,0.146864
143.000000,37.603306,-13.432913,324.833008,-3.078834,13.819988,-1.432847,-0.042545,-0.009478,-34.569607,10.807599,315.475586,46.594574,-39.052761,3.332380,0.123790,0.147696
144.000000,37.603306,-13.432913,324.833008,-3.078834,13.819988,-1.432847,-0.042545,-0.009478,-34.563831,11.028189,315.840271,46.375015,-39.004272,3.363038,0.123494,0.146831
